time.UTC,air.degC,slp.millibars,sst.degC,vwnd.m/s,wspd3.m3/s3,Year
1989-07-01,25.1533333333333,1014.045,25.0366666666667,-4.90333333333333,411,1989
1989-08-01,25.095,1011.135,23.915,-4.025,348.25,1989
1989-09-01,22.5,1013.46333333333,22.6766666666667,-0.273333333333333,423.833333333333,1989
1989-10-01,17.58,1018.70333333333,19.4766666666667,-1.87333333333333,681.166666666667,1989
1989-11-01,12.0466666666667,1020.04,16.1833333333333,0.726666666666667,676.666666666667,1989
1989-12-01,8.82666666666667,1014.02,14.685,-3.05666666666667,580.5,1989
1990-01-01,9.25,1024.12666666667,12.7966666666667,-0.0333333333333333,700,1990
1990-02-01,10.1366666666667,1022.87333333333,13.505,-5.38333333333333,947.166666666667,1990
1990-03-01,11.4233333333333,1022.45,12.8866666666667,-5.63333333333333,1561.66666666667,1990
1990-04-01,15.0266666666667,1015.61333333333,14.4033333333333,2.62,335.166666666667,1990
1990-05-01,16.3266666666667,1018.69,17.43,-0.953333333333343,305.333333333333,1990
1990-06-01,21.3433333333333,1012.33666666667,20.1466666666667,0.67,361.166666666667,1990
1990-07-01,23.9433333333333,1011.81333333333,24.1,-3.35,380.833333333333,1990
1990-08-01,24.175,1015.675,22.63,-3.45,415.75,1990
1990-09-01,21.895,1014.495,21.565,-0.135,276,1990
1990-10-01,18.5766666666667,1015.38,19.0166666666667,-1.15666666666667,1023.83333333333,1990
1990-11-01,17.2066666666667,1017.52333333333,17.64,0.646666666666667,577,1990
1990-12-01,11.93,1020.67666666667,15.92,-0.245,565.5,1990
1991-01-01,10.7266666666667,1023.54333333333,14.195,-0.735,1351.75,1991
1991-02-01,10.7133333333333,1020.53,14.9,-2.33666666666668,1212.16666666667,1991
1991-03-01,11.45,1015.67666666667,13.925,-5.83333333333333,578.166666666667,1991
1991-04-01,14.175,1015.535,14.63,-3.595,559.25,1991
1991-05-01,17.74,1009.76666666667,16.9266666666667,5.06666666666667,991.833333333333,1991
1991-06-01,21.6333333333333,1012.70333333333,20.81,-3.08333333333333,292,1991
1991-07-01,24.26,1010.47,23.6533333333333,-3.39,522.5,1991
1991-08-01,24.955,1013.155,24.18,-6.55,758.75,1991
1991-09-01,21.2333333333333,1016.60333333333,21.61,-4.03,867.666666666667,1991
1991-10-01,19.19,1017.98,19.6933333333333,-2.91333333333333,494.666666666667,1991
1991-11-01,15.7966666666667,1020.87666666667,17.785,1.43,1313.16666666667,1991
1991-12-01,8.52333333333333,1015.92666666667,15.1633333333333,-4.86666666666667,1907.33333333333,1991
1992-01-01,9.32333333333333,1028.25333333333,14.36,-5.63666666666667,2732,1992
1992-02-01,7.30666666666667,1020.36333333333,13.415,-4.09,1885.16666666667,1992
1992-03-01,9.79333333333333,1019.95,12.155,-2.88333333333333,1393.33333333333,1992
1992-04-01,14.5366666666667,1014.71666666667,14.755,0.913333333333324,276.666666666667,1992
1992-05-01,16.45,1014.68,15.95,-3.51,756.75,1992
1992-06-01,21.91,1008.31,20.39,-4.09,1297.5,1992
1992-07-01,23.3,1013.85,22.27,-6.275,774.25,1992
1992-08-01,24.16,1012.82,23.585,-6.665,492.75,1992
1992-09-01,22.1366666666667,1017.97333333333,22.0466666666667,-3.39666666666667,666.666666666667,1992
1992-10-01,20.78,1014.87666666667,21.18,2.32666666666667,456.833333333333,1992
1992-11-01,15.2433333333333,1014.78666666667,18.21,-0.873333333333333,1153.5,1992
1992-12-01,9.80666666666667,1022.11,15.4933333333333,-5.58333333333333,1769.66666666667,1992
1993-01-01,9.09666666666667,1022.87333333333,14.6333333333333,-8.15666666666667,2499,1993
1993-02-01,7.195,1023.125,13.95,-7.505,2164.5,1993
1993-03-01,7.71666666666667,1015.77333333333,12.75,-2.79000000000001,856.833333333333,1993
1993-04-01,14.08,1013.645,13.61,1.92,384,1993
1993-05-01,17.79,1013.35,16.32,-0.71,234.833333333333,1993
1993-06-01,22.5133333333333,1015.95666666667,21.3866666666667,-3.16333333333333,383.333333333333,1993
1993-07-01,23.3,1013.78666666667,24.0566666666667,-5.39666666666667,568,1993
1993-08-01,24.0566666666667,1015.20333333333,24.52,-4.27666666666667,457.5,1993
1993-09-01,21.6966666666667,1014.26666666667,21.9833333333333,-1.81333333333333,272.333333333333,1993
1993-10-01,19.67,1019.855,21.525,-7.095,1747.75,1993
1993-11-01,13.145,1020.655,17.635,-4.375,1352.5,1993
1993-12-01,12.9166666666667,1015.15,16.32,2.08,1534.66666666667,1993
1994-01-01,13.25,1013.07666666667,16.675,-0.75,541.5,1994
1994-02-01,9.55666666666667,1014.73,15.2,-7.96,4407.83333333333,1994
1994-03-01,12.66,1018.29333333333,13.2666666666667,-1.75333333333333,959.833333333333,1994
1994-04-01,16.015,1012.305,16.02,2.31,1423.25,1994
1994-05-01,19.88,1012.63666666667,19.76,-1.69333333333333,629,1994
1994-06-01,23.08,1014.585,22.12,-2.285,509,1994
1994-07-01,23.6566666666667,1010.89666666667,23.32,-4.76333333333333,431.166666666667,1994
1994-08-01,24.6133333333333,1011.46666666667,24.9233333333333,-4.28333333333333,409.166666666667,1994
1994-09-01,24.8766666666667,1015.55,24.0766666666667,-4.10666666666667,519.666666666667,1994
1994-10-01,19.75,1016.80333333333,20.9933333333333,-5.53,1101.16666666667,1994
1994-11-01,14.0966666666667,1020.54,17.8533333333333,-5.99,2153.16666666667,1994
1994-12-01,10.285,1021.9,15.79,-6.015,1951.5,1994
1995-01-01,10.6633333333333,1013.74666666667,14.7866666666667,-4.81,3153.33333333333,1995
1995-02-01,12.83,1018.15,15.05,-1.405,2769.75,1995
1995-03-01,13.22,1013.43,13.7933333333333,-0.33,1702.5,1995
1995-04-01,16.63,1012.48,14.46,-0.243333333333333,223.5,1995
1995-05-01,19,1014.045,17.14,-3.595,708.5,1995
1995-06-01,23.51,1011.85333333333,23.2533333333333,-1.78666666666667,263,1995
1995-07-01,25.8333333333333,1012.64,24.2633333333333,-7.19666666666667,1185.33333333333,1995
1995-08-01,24.3233333333333,1013.36333333333,24.1933333333333,-4.59666666666667,532.333333333333,1995
1995-09-01,22.495,1014.12,22.76,-2.505,755.75,1995
1995-10-01,17.1133333333333,1019.91,19.8366666666667,-9.47,2577.83333333333,1995
1995-11-01,12.34,1020.86,16.65,-0.885,1042,1995
1995-12-01,12.43,1022.535,15.565,0.215,1850,1995
1996-01-01,10.5333333333333,1013.98,12.6366666666667,-5.65333333333333,1981.66666666667,1996
1996-02-01,9.975,1012.825,13.74,1.015,1850.75,1996
1996-03-01,7.07333333333333,1015.96666666667,12.96,-8.09333333333333,2173,1996
1996-04-01,13.48,1015.84,12.9966666666667,-2.175,172.5,1996
1996-05-01,20.1266666666667,1011.38,18.7166666666667,2.62333333333333,350.666666666667,1996
1996-06-01,21.565,1016.365,20.585,-4.805,684.75,1996
1996-07-01,23.42,1011.59,22.915,-5.285,673.25,1996
1996-08-01,24.275,1013.305,23.69,-4.395,622,1996
1996-09-01,22.5333333333333,1010.27333333333,22.5266666666667,0.683333333333333,461.333333333333,1996
1996-10-01,17.02,1017.62,20.2966666666667,-3.44333333333333,939.666666666667,1996
1996-11-01,16.9266666666667,1018.46,17.79,3.09666666666667,1111.66666666667,1996
1996-12-01,14.135,1020.405,14.6233333333333,0.365,658.5,1996
1997-01-01,10.5266666666667,1023.32333333333,14.3433333333333,-2.27666666666667,2007.5,1997
1997-02-01,8.96333333333333,1022.60666666667,13.965,0.773333333333334,2544,1997
1997-03-01,12.4033333333333,1015.74666666667,13.09,2.3,1692.66666666667,1997
1997-04-01,15.45,1009.92,13.4866666666667,1.345,249.75,1997
1997-05-01,19.4933333333333,1012.50333333333,16.7933333333333,1.3,245.166666666667,1997
1997-06-01,22.755,1010.15,21.48,-0.515,120.5,1997
1997-07-01,25.495,1011.995,24.145,-1.98,381.5,1997
1997-08-01,23.655,1013.875,23.7366666666667,-6.945,1028.5,1997
1997-09-01,20.0466666666667,1017.82333333333,21.5733333333333,-6.515,2231.5,1997
1997-10-01,18.66,1012.74666666667,20.26,1.57333333333333,536.333333333333,1997
1997-11-01,15.37,1013.53333333333,15.59,-0.563333333333343,169.166666666667,1997
1997-12-01,9.925,1017.365,14.7,-3.12,1632.75,1997
1998-01-01,12.17,1020.50333333333,15.1666666666667,1.7,1482.66666666667,1998
1998-02-01,10.26,1023.96666666667,12.7333333333333,-5.78,2434,1998
1998-03-01,9.37333333333333,1019.59333333333,13.2933333333333,-1.15,461.833333333333,1998
1998-04-01,15.67,1010.84333333333,14.6666666666667,-0.97,342,1998
1998-05-01,17.2933333333333,1013.12666666667,16.93,2.81333333333333,543.833333333333,1998
1998-06-01,22.6066666666667,1014.87,22.4433333333333,-2.51333333333333,456.333333333333,1998
1998-07-01,24.34,1010.53,23.505,-6.99,1284.25,1998
1998-08-01,24.95,1012.38,23.65,-8.96,1534.5,1998
1998-09-01,21.27,1012.39333333333,22.8666666666667,-5.66666666666667,3157.5,1998
1998-10-01,21.165,1014.545,21.905,2.925,194.25,1998
1998-11-01,15.36,1012.23666666667,18.54,-7.135,2751.5,1998
1998-12-01,11.04,1016.665,14.7833333333333,-9.305,2704.25,1998
1999-01-01,10.795,1013.4,14.695,-1.28,1226,1999
1999-02-01,9.50666666666667,1017.68666666667,12.8333333333333,0.53,933.5,1999
1999-03-01,14.19,1014.26,14.91,-4.36,1253.5,1999
1999-04-01,16.12,1014.72666666667,15.2633333333333,1.22,339.833333333333,1999
1999-05-01,19.29,1015.01,18.66,-2.945,642.75,1999
1999-06-01,23.1366666666667,1015.05,21.5,-2.26,464.25,1999
1999-07-01,25.415,1010.14,25.325,-8.775,1576,1999
1999-08-01,26.42,1009.395,25.59,-1.63,350.25,1999
1999-09-01,23.5266666666667,1011.57666666667,23.78,-3.56666666666667,1597.33333333333,1999
1999-10-01,21.3166666666667,1015.74666666667,22.5033333333333,-4.20333333333333,842.166666666667,1999
1999-11-01,16.33,1022.32,15.68,-2.88,179.5,1999
1999-12-01,11.7366666666667,1017.52,16.945,3.98333333333333,676.666666666667,1999
2000-01-01,7.39,1023.31333333333,12.96,-2.13333333333334,808.666666666667,2000
2000-02-01,9.81333333333333,1024.79333333333,14.1166666666667,-3.94,2143,2000
2000-03-01,12.0333333333333,1019.17666666667,12.9733333333333,-0.313333333333333,1039.16666666667,2000
2000-04-01,16.3533333333333,1011.10666666667,15.2,-1.41333333333333,674.666666666667,2000
2000-05-01,19.43,1015.125,19.43,-5.3,755,2000
2000-06-01,23.35,1016.095,21.165,-3.925,386.5,2000
2000-07-01,24.99,1009.37,23.9166666666667,-4.51333333333333,461,2000
2000-08-01,26.3766666666667,1011.28666666667,24.8066666666667,-6.37666666666667,1082.5,2000
2000-09-01,21.255,1015.84,22.98,-4.98,726.75,2000
2000-10-01,18.0433333333333,1018.94333333333,19.7366666666667,-4.87666666666667,1189.83333333333,2000
2000-11-01,16.85,1015.185,17.085,2.195,1899.5,2000
2000-12-01,14.5266666666667,1022.25666666667,16.2266666666667,1.27999999999999,536,2000
2001-01-01,8.98,1020.8,14.22,-2.58,1441.5,2001
2001-02-01,12.92,1017.22,15.13,-3.58,1683,2001
2001-03-01,8.555,1013.04,15.97,6.255,1780,2001
2001-04-01,17.95,1012.54,14.7,-2.04,618,2001
2001-05-01,19.76,1009.5,18.425,1.985,408,2001
2001-06-01,22.06,1012.38,20.49,-1.395,457,2001
2001-07-01,25.2366666666667,1011.40666666667,23.9633333333333,-3.94333333333333,480.166666666667,2001
2001-08-01,24.3,1012.555,24.38,-7.245,1008.25,2001
2001-09-01,23.2133333333333,1013.90666666667,23.33,2.47,431.333333333333,2001
2001-10-01,19.62,1023.1,21,-4.76,451,2001
2001-11-01,13.1966666666667,1017.61,17.6333333333333,-5.15333333333333,2597.33333333333,2001
2001-12-01,7.33,1017.95,14.7966666666667,-7.87,2406.66666666667,2001
2002-01-01,10.375,1027.82,14.75,-4.58,558.75,2002
2002-02-01,11.53,1021.71,13.07,0.285,109,2002
2002-03-01,15.15,1019.11666666667,14.9366666666667,-1.095,1130.5,2002
2002-04-01,13.545,1015.94,15.76,-4.05,872.5,2002
2002-05-01,19.45,1014.82,17.5,-0.71,53.75,2002
2002-06-01,21.6566666666667,1013.22333333333,20.6233333333333,-1.17000000000001,177.25,2002
2002-07-01,24.13,1011.23,22,-10.76,1558,2002
2002-08-01,26.18,1009.8,23.035,-0.87,336,2002
2002-09-01,22.845,1011.78,22.33,1.89,380.25,2002
2002-10-01,20.115,1015.84,20.43,-2.12,148.5,2002
2002-11-01,17.92,1016.8,18.845,-1.93,239,2002
2002-12-01,13.04,1017.05,17.3,-1.77,1864.5,2002
2003-01-01,13.2833333333333,1014.38333333333,13.2966666666667,0.866666666666667,1540,2003
2003-02-01,8.34,1020.875,13.3,-4.56,1732.75,2003
2003-03-01,7.775,1022.955,13.445,-4.66,796.5,2003
2003-04-01,11.94,1014.52666666667,12.71,-3.80333333333333,588.166666666667,2003
2003-05-01,19.55,1011.67,17.92,1.465,209.75,2003
2003-06-01,23.905,1011.56,21.005,-6.06,432.25,2003
2003-07-01,25.3733333333333,1011.7,24.8666666666667,-0.70000000000001,259.666666666667,2003
2003-08-01,26.055,1007.15,25.815,-3.285,157,2003
2003-09-01,21.7,1015.06666666667,22.9133333333333,-4.87,799.333333333333,2003
2003-10-01,18.51,1013.94666666667,20.0166666666667,-1.7,1090,2003
2003-11-01,16.425,1019.705,17.405,0.985,625.25,2003
2003-12-01,10.86,1018.955,14.81,-5.09,2699.75,2003
2004-01-01,6.4,1007.795,14,-9.995,7990,2004
2004-02-01,12.415,1016.51,14.555,2.545,1175,2004
2004-03-01,13.925,1016.755,12.565,3.1,1441.75,2004
2004-04-01,14.25,1018.59,14.52,-1.205,487,2004
2004-05-01,18.21,1011.43,16.96,-3.2,734.75,2004
2004-06-01,22.28,1012.725,21.865,-0.68,104.75,2004
2004-07-01,22.9433333333333,1013.16666666667,22.6933333333333,-4.4,392.333333333333,2004
2004-08-01,22.41,1013.24,22.86,-2.34,61.5,2004
2004-09-01,21.26,1017.085,23.27,-4.61,1946,2004
2004-10-01,21.725,1015.615,20.94,4.3,614.5,2004
2004-11-01,16.8566666666667,1015.55666666667,18.3833333333333,1.87,370,2004
2004-12-01,15.32,1025.16,15.415,-0.295,1222.25,2004
2005-01-01,10.98,1013.385,14.185,-1.8,1046,2005
2005-02-01,11.365,1014.68,13.72,5.24,1419.25,2005
2005-03-01,13.1066666666667,1013.52,13.75,3.57666666666667,625.333333333333,2005
2005-04-01,15.13,1016.53,15.085,-2.94,947,2005
2005-05-01,17.5133333333333,1011.31,18.4133333333333,0.0733333333333335,361,2005
2005-06-01,21.205,1013.93,21.14,-4.48,359,2005
2005-07-01,26.57,1012.93,22.5,-1.29,554,2005
2005-08-01,25.83,1013.1,24.07,-7.37,1491,2005
2005-09-01,23.3733333333333,1016.87666666667,22.91,-2.34,223.166666666667,2005
2005-10-01,18.975,1015.24,20.905,1.89,1419.5,2005
2005-11-01,14.23,1019.6,14.8,2.29,712.5,2005
2005-12-01,15.67,1017.565,14.71,1.15,979.25,2005
2006-01-01,3.69333333333333,1023.99666666667,14.2566666666667,-2.265,766.75,2006
2006-02-01,6.385,1012.835,11.4933333333333,-8.015,3458.5,2006
2006-03-01,11.075,1013.35,13.885,4,1503,2006
2006-04-01,13.8,1006.2,13.3,-12.04,2685.5,2006
2006-05-01,20.35,1016.35,18.225,-6.355,564,2006
2006-06-01,22.3166666666667,1017.38666666667,21.1666666666667,-3.36000000000001,753.333333333333,2006
2006-07-01,25.62,1010.44,23.28,-7.35,829,2006
2006-08-01,25.75,1006.2,24.5,-0.57,114.75,2006
2006-09-01,21.8,1018.59,20.675,-10.23,5773.5,2006
2006-10-01,21.03,1018.33,19.91,-2.83,1253.5,2006
2006-11-01,9.78,1014.97,17.14,-8.745,6652.75,2006
2006-12-01,9.93,1019,15.5,-6.99,1656,2006
2007-01-01,13.93,1019.6,13.4,2.58,1989.5,2007
2007-02-01,7.61,1019.7,13.315,-5.535,870.75,2007
2007-03-01,12.03,1019.62,15.23,-3.75,1413,2007
2007-04-01,14.1,1015.3,16.7,-4.37,185,2007
2007-05-01,18.31,1012.56,17.83,-0.76,806.5,2007
2007-06-01,23.31,1009.14,21.76,-1.11,111,2007
2007-07-01,26.7666666666667,1012.72,23.6333333333333,-3.58,338.333333333333,2007
2007-08-01,26.3533333333333,1011.28333333333,26.61,-4.2,822,2007
2007-09-01,22.15,1014.63,24.09,-5.71,430.5,2007
2007-10-01,18.65,1019.98,20,-4.27,528.5,2007
2007-11-01,13.515,1022.98,16.135,3.385,547.75,2007
2007-12-01,9.96,1023.59,16.64,-7.46,2238.5,2007
2008-01-01,10.5,1024.45,15.75,-4.85,670.5,2008
2008-02-01,8.59,1025.96,15.18,-7.24,5083,2008
2008-03-01,12.3,1007.86,14.81,-6.32,3424.5,2008
2008-04-01,16.61,1013.33,15.81,5.37,903,2008
2008-05-01,16.825,1014.22,16.6,-2.74000000000001,354.5,2008
2008-06-01,23.93,1012.46,22.2,-4.92,497.5,2008
2008-07-01,24.545,1013.355,22.67,-3.78,450.25,2008
2008-08-01,24.07,1007.79,23.89,-5.87,1825,2008
2008-09-01,19.8266666666667,1013.97666666667,21.4066666666667,-7.05666666666667,874.666666666667,2008
2008-10-01,18.68,1018.265,20.57,-1.95,1316,2008
2008-11-01,16.03,1018.13,18.405,-3.62,1400.75,2008
2008-12-01,11.37,1024.22,14.25,-7.13,3044.5,2008
2009-01-01,12.695,1013.83,14.565,-1.495,752,2009
2009-02-01,10.56,1012.99,15.825,-6.32,1757,2009
2009-03-01,13.32,1011.2,14.73,1.53,1303,2009
2009-04-01,11.49,1016.655,14.89,-8.22,1335.75,2009
2009-05-01,16.89,1016.04,16.38,-4.6,597.5,2009
2009-06-01,21.7066666666667,1013.58333333333,20.4733333333333,-1.28500000000001,363.25,2009
2009-07-01,23.0033333333333,1012.82,23.17,-2.96666666666667,431.666666666667,2009
2009-08-01,22.275,1012.77,21.62,-9.59,1399.5,2009
2009-09-01,21.425,1019.7,23.495,-8.81,1407,2009
2009-10-01,18.66,1015.15,20.92,-0.86,1067.5,2009
2009-11-01,17.0566666666667,1020.32333333333,18.0433333333333,-1.375,1049,2009
2009-12-01,14.6266666666667,1011.7,16.77,2.36,802.333333333333,2009
2010-01-01,14,1010.28,15.89,2.98,1844.5,2010
2010-02-01,12.715,1007.115,17.15,-1.465,2137,2010
2010-03-01,13.78,1015.79,15.35,0.7,650.5,2010
2010-04-01,15.2633333333333,1018.24333333333,15.12,-3.92,558.833333333333,2010
2010-05-01,19.935,1012.365,18.22,-0.035,188.75,2010
2010-06-01,22.495,1010.50333333333,20.005,0.71,433.25,2010
2010-07-01,24.665,1012.03666666667,22.015,-5.925,480,2010
2010-08-01,27.285,1011.08666666667,25.515,-5.405,717,2010
2010-09-01,22.595,1012.21,21.44,-2.34,331.5,2010
2010-10-01,19.35,1013.93666666667,20.475,0.23,1096,2010
2010-11-01,17.93,1016.905,18.52,3.57,532.75,2010
2010-12-01,13.59,1012.855,16.8,1.19,1920,2010
2011-01-01,11.105,1016.48,16.995,-0.980000000000014,1656.75,2011
2011-02-01,10.36,1015.745,13.055,2.55,876.25,2011
2011-03-01,12.56,1022.11,15.2,-2.41000000000001,1621.5,2011
2011-04-01,11.86,1016.22,15.2,-5.79,834,2011
2011-05-01,19.2433333333333,1012.05333333333,19.4933333333333,-3.51,479.333333333333,2011
2011-06-01,24.03,1009.57,22.605,-5.245,745,2011
2011-07-01,25.58,1006.33,24.81,0.55,422,2011
2011-08-01,24.39,1010.58,24.3,-5.97,1145.5,2011
2011-09-01,22.18,1014.23,22.65,-8.81,1323.5,2011
2011-10-01,17.37,1021.63333333333,20.96,-6.97333333333333,1364.83333333333,2011
2011-11-01,10.185,1024.42,18.36,-10.73,2945.25,2011
2011-12-01,13.07,1019.48,14.47,0.44,1070,2011
2012-01-01,12.06,1021.2,14.8,3.905,4129.5,2012
2012-02-01,9.67,1022.42333333333,12.79,-3.31666666666667,1739.16666666667,2012
2012-03-01,16.635,1021.67,14.37,-1.83500000000001,576.75,2012
2012-04-01,15.3,1011.27333333333,13.085,2.115,380.5,2012
2012-05-01,18.9766666666667,1012.36333333333,19.73,-4.46333333333333,599.333333333333,2012
2012-06-01,23.6533333333333,1014.13666666667,22.915,-3.525,594.75,2012
2012-07-01,25.04,1010.45,24.495,-3.62,493.75,2012
2012-08-01,26.275,1013.83666666667,26.415,-3.195,901.25,2012
2012-09-01,22.245,1013.555,23,-3.27,572.25,2012
2012-10-01,20.135,1012.495,21.76,-1.32,975.75,2012
2012-11-01,19.01,1015.8,19.22,6.04,1675.75,2012
2012-12-01,13.145,1009.565,14.56,0.725,2069.75,2012
2013-01-01,9.605,1015.155,16,0.4,4351,2013
2013-02-01,10.895,1015.81,15.9,-1.57,1253.25,2013
2013-03-01,12.97,1008.55333333333,14.84,-0.275,843.5,2013
2013-04-01,15.655,1015.29,14.165,-2.62,730.25,2013
2013-05-01,20.02,1014.49,21.59,-2.815,453,2013
2013-06-01,22.53,1010.79,21.98,-4.55,721,2013
2013-07-01,24.29,1014.845,22.565,-3.145,802.5,2013
2013-08-01,26.03,1012.64333333333,25.475,-7.20666666666667,777.166666666667,2013
2013-09-01,22.6566666666667,1015.63,23.39,2.31333333333333,256.833333333333,2013
2013-10-01,18.1233333333333,1022.83666666667,21.39,-4.38333333333333,587,2013
2013-11-01,17.0166666666667,1015.43333333333,18.33,-0.196666666666667,479.166666666667,2013
2013-12-01,10.51,1022.91,14.68,-6.4,3195.5,2013
2014-01-01,15.035,1014.545,14.83,6.555,2230.25,2014
2014-02-01,12.875,1016.47,12.835,-0.52,1065,2014
2014-03-01,14.295,1016.33333333333,14.57,-2.215,754,2014
2014-04-01,13.82,1010.745,14.875,3.465,783.25,2014
2014-05-01,18.95,1013.23,18.22,0.615,443.75,2014
2014-06-01,23.49,1012.22,21.78,-4.02,677.5,2014
2014-07-01,25.35,1010.79333333333,23.6066666666667,-2.71,301.666666666667,2014
2014-08-01,25.795,1011.33,24.74,-7.99,898,2014
2014-09-01,22.675,1013.42,25.52,-3.04,601,2014
2014-10-01,18.5866666666667,1020.93333333333,20.2433333333333,-8.84,5800.83333333333,2014
2014-11-01,13.175,1020.485,18.22,-1.87,592.25,2014
2014-12-01,14.53,1015.72,18.8,1.72,557.5,2014
2015-01-01,13.155,1015.365,16.55,5.56,1275,2015
2015-02-01,6.65,1021.8,15.275,-6.62,1976.75,2015
2015-03-01,10.2,1019.815,15.5,0.655,315.25,2015
2015-04-01,14.4966666666667,1015.54333333333,14.54,3.67666666666667,630.833333333333,2015
2015-05-01,16.595,1013.345,17.99,-1.965,577.5,2015
2015-06-01,20.92,1011.925,20.63,-6.46,1128.5,2015
2015-07-01,22.895,1012.325,22.705,-8.525,1315.5,2015
2015-08-01,24.605,1015.07,24.165,-10.74,2295,2015
2015-09-01,20.0833333333333,1014.92666666667,21.495,-11.8566666666667,4278.83333333333,2015
2015-10-01,20.18,1018.375,20.89,-5.89,1575,2015
2015-11-01,16.715,1016.695,16.6,-3.05,121.75,2015
2015-12-01,12.875,1027.32666666667,16.265,-6.315,1685.25,2015
2016-01-01,11.345,1016.76,15.585,1.085,271.5,2016
2016-02-01,14.71,1017.745,15.98,-5.74,5769,2016
2016-03-01,16.975,1016.32,17.25,4.9,677,2016
2016-04-01,19.12,1012.88,16.55,6.76666666666667,877.5,2016
2016-05-01,18.2,1008.45333333333,17.6,-0.67,818.5,2016
2016-06-01,25.25,1012.65,22.91,-3.93,975.5,2016
2016-07-01,25.9766666666667,1011.43,25.09,-4.41,504.75,2016
2016-08-01,26.06,1012.55,22.83,-7.31,1045.5,2016
2016-09-01,23.4866666666667,1016.06,22.77,-4.685,349.5,2016
2016-10-01,19.31,1018.61666666667,21.575,-1.94,965.75,2016
2016-11-01,13.455,1022.065,17.34,-1.965,328.5,2016
2016-12-01,10.8833333333333,1021.26,14.63,-3.20000000000001,772.833333333333,2016
2017-01-01,7.73,1017.815,14.05,-11.59,2980,2017
2017-02-01,10.4033333333333,1021.59,15,-6.315,776.25,2017
2017-03-01,15.1266666666667,1011.31666666667,14.14,-1.11,349.75,2017
2017-04-01,13.33,1015.29,13.33,0.87,111.5,2017
2017-05-01,20.6,1015.275,19.62,-0.48,550.5,2017
2017-06-01,26.2,1012.63,25.2,NA,NA,2017
2017-07-01,23.5,1012.10333333333,22.43,-5.125,294,2017
2017-08-01,27.5,1012.55,24.05,-5.31500000000001,836.75,2017
2017-09-01,25.8,1016.43,21.2,-4.9,941,2017
2017-10-01,18.79,1021.31,19.83,-7.03,1001,2017
2017-11-01,15.71,1018.25,19.54,-2.15,665.5,2017
2017-12-01,12.8533333333333,1010.78333333333,16.1,3.51666666666667,1367.33333333333,2017
2018-01-01,12,1021.52,11.5,-2.01,555,2018
2018-02-01,11.5,1012.585,15.2,-2.22,159,2018
2018-03-01,13,1009.77,NA,2.3,97.5,2018
2018-04-01,19.5,1012.43,17.67,1.96,68,2018
2018-05-01,19.435,1011.76,18.36,-3.65,426,2018
2018-06-01,23.48,1012.68,21.77,-1.56,589,2018
2018-07-01,25.22,1010.395,24.1,-6.16,546.5,2018
2018-08-01,25.96,1011.32,25.265,-8.135,1038.25,2018
